video_id,title,active_since_days,duration_seconds,total_views,num_chars,num_words,num_punctuation,num_words_uppercase,num_words_lowercase,num_stopwords,avg_word_len,contain_digits,startswith_digits,title_sentiment
v=YV1YDN4id74,26 COOL NAIL ART IDEAS YOU NEED TO TRY,365,628,1019919,38,9,0,8,0,2,4.222222222222222,1,1,0.35
v=MvLU-vSSxM4,35 CLEVER IDEAS FOR ANY KIND OF TROUBLE,365,960,7893306,39,8,0,7,0,3,4.875,1,1,0.1888888888888888
v=PBa_ZFXkGdI,27 WONDERFUL DIY IDEAS FOR YOUR DOLLS || HACKS TO REVIVE OLD TOYS,365,632,2816050,65,13,2,11,0,3,5.0,1,1,0.55
v=u3zMCpUbYrA,35 CRAZY LIFEHACKS THAT BLOW YOUR MIND,365,697,804425,38,7,0,6,0,2,5.428571428571429,1,1,-0.6
v=GzH0EwJ3XBE,33 CUTE YET DELICIOUS FOOD HACKS FOR THE WHOLE FAMILY,365,556,1004131,53,10,0,9,0,2,5.3,1,1,0.5666666666666667
v=HY29da9hEsk,32 COOL DIY CRAFTS AND GAMES ADULTS WILL ADORE,365,829,3193102,46,9,0,8,0,2,5.111111111111111,1,1,0.35
v=8Q8un6SIiNs,31 CUTE DIY DECORATIONS AND SNACK RECIPES FOR CHRISTMAS AND NEW YEAR PARTY,365,868,816882,74,13,0,12,0,3,5.6923076923076925,1,1,0.3181818181818182
v=RCvr71BIsbw,38 HANDY LIFE HACKS FOR ANY SITUATION,365,872,2779742,37,7,0,6,0,2,5.285714285714286,1,1,0.6
v=hx_f1l1LpnU,25 CRAZY EGG HACKS YOU HAVE TO TRY,365,881,1742376,34,8,0,7,0,3,4.25,1,1,-0.6
v=Pb6SEEeh1sY,33 BRAVE MAKEUP IDEAS FOR YOU LIPS || GIRLY MAKEOVER AND BEAUTY HACKS,365,863,659030,69,13,2,11,0,3,5.307692307692308,1,1,0.8
v=KBMdYfYCuCw,37 HOT GLUE GUN DIYs AND CRAFTS YOU CAN MAKE IN 5 MINUTES,365,797,1307595,57,13,0,10,0,4,4.384615384615385,1,1,0.25
v=5_njSA6x0EU&t=273s,25 BEAUTY GADGETS YOU NEED IN YOUR LIFE,365,877,1806318,39,8,0,7,0,3,4.875,1,1,0.0
v=1S41hFILyeU,37 COOL PLASTIC BOTTLE HACKS TO SOLVE ALL YOUR PROBLEMS,365,1020,857075,55,10,0,9,0,3,5.5,1,1,0.35
v=mS-glrYUjnE,35 COOL HACKS WITH SCOTCH TAPE,365,690,3272931,30,6,0,5,0,1,5.0,1,1,0.35
v=FkT-eG8ztEQ,30 COLORFUL DIY IDEAS TO UPGRADE YOUR PHONE,365,669,767501,43,8,0,7,0,2,5.375,1,1,0.3
v=tqfGvtSDOfE,35 LIFE HACKS YOU CAN'T LIVE WITHOUT,365,775,8110233,36,7,1,6,0,1,5.142857142857143,1,1,0.1363636363636363
v=S03tpyXwJlg,33 SATISFYING PASTRY IDEAS THAT ARE COOL AND DELICIOUS,365,878,2263816,54,9,0,8,0,3,6.0,1,1,0.6166666666666667
v=7Pj2fJN4D2Y,38 BRILLIANT DIY IDEAS THAT WON'T COST YOU A PENNY,365,765,3261150,50,10,1,9,0,4,5.0,1,1,0.9
v=_MuisPB-7Pk,34 AWKWARD SITUATIONS YOU'VE BEEN IN || FUNNY MOMENTS,365,960,3617037,53,9,3,7,0,3,5.888888888888889,1,1,-0.175
v=KazrhX1ctfE,21 COOL WINTER CRAFTS FOR THE WHOLE FAMILY,365,566,854028,42,8,0,7,0,2,5.25,1,1,0.275
v=ZG08kw8KrA8,36 CUTE AND FUN RESIN AND CLAY DIYs TO MAKE IN 5 MINUTES,365,893,25707553,56,13,0,10,0,4,4.307692307692308,1,1,0.4
v=E6FzQoiZI5s,35 CRAZY HACKS TO LOOK COOL EVEN IF YOU ARE NOT,365,900,1995604,47,11,0,10,0,5,4.2727272727272725,1,1,-0.125
v=EsoydRRfQUI,34 WEIRD YET USEFUL HACKS IF YOU ARE ALONE,365,865,3592890,42,9,0,8,0,3,4.666666666666667,1,1,-0.1
v=tIa2UYHZxLo,36 CRAZY BUT EASY INVENTIONS,365,592,932015,28,5,0,4,0,1,5.6,1,1,-0.0833333333333333
v=IMW-059VSr0,29 IDEAS FOR GADGETS THAT WILL MAKE YOU SMILING,365,669,892177,47,9,0,8,0,4,5.222222222222222,1,1,0.0
v=rAxA6XlpOAM,KINDNESS ALWAYS RETURNS || HELP PEOPLE CHALLENGE,365,783,1937995,48,7,2,6,0,0,6.857142857142857,0,0,0.0
v=ZdsrcppqwP4,29 MAGICAL DECOR CRAFTS AND DIYs THAT ARE SO EASY TO MAKE,365,883,2155130,57,12,0,10,0,5,4.75,1,1,0.4666666666666667
v=JcVbUewoudE,35 WONDERFUL JEWELRY DIY IDEAS FOR A GORGEOUS LOOK,365,643,1146175,50,9,0,8,0,2,5.555555555555555,1,1,0.85
v=vlmBHrHqxaU,29 NEW DELICIOUS WAYS TO COOK EGGS,365,960,1744245,34,7,0,6,0,1,4.857142857142857,1,1,0.5681818181818181
v=GxkfKQtLoos,27 WEIRD GADGET IDEAS THAT LITERALLY BLOW YOUR MIND,365,666,674817,51,9,0,8,0,2,5.666666666666667,1,1,-0.5
v=eoh-4wnKwRw,42 CRAZY USEFUL HACKS FOR EVERYDAY LIFE,365,634,3067817,39,7,0,6,0,1,5.571428571428571,1,1,-0.1666666666666666
v=vLlEfpM-oss,34 SURVIVAL LIFE HACKS EVERY GIRL SHOULD KNOW,365,773,862711,45,8,0,7,0,1,5.625,1,1,0.0
v=l65m8E1nyGM,33 GORGEOUS NAIL DESIGNS FOR YOU,365,460,804951,32,6,0,5,0,2,5.333333333333333,1,1,0.7
v=5DDxFDwcz8E,29 HAIR HACKS THAT REALLY WORK,365,769,3115787,30,6,0,5,0,1,5.0,1,1,0.2
v=bsSI1YzcyUU,29 CLEVER SCHOOL TRICKS,365,660,7846806,23,4,0,3,0,0,5.75,1,1,0.1666666666666666
v=odNYUSMlRDQ,KINDNESS IS SO SIMPLE,365,674,4128975,21,4,0,4,0,2,5.25,0,0,0.0
v=9PUQqrA6CVg,34 CUTE WAYS TO GET INTO THE CHRISTMAS SPIRIT || GINGERBREAD HOUSE CHALLENGE,365,811,840207,76,13,2,11,0,3,5.846153846153846,1,1,0.5
v=YUyd5ip_Oco,30 BODY TRICKS ONLY 1% OF PEOPLE CAN DO || CAN YOU?,365,900,1179764,51,12,4,9,0,5,4.25,1,1,0.0
v=uU0X1OLORKg,35 EASY WAYS TO IMPROVE YOUR SHOES || SMART GIRLY HACKS,365,960,4834204,55,11,2,9,0,2,5.0,1,1,0.3238095238095238
v=4RJY6O-qOaA,41 EASY BUT COOL GLUE GUN CRAFTS,365,899,3789672,32,7,0,6,0,1,4.571428571428571,1,1,0.3916666666666666
v=6KdQzfhBRh0,35 CRAZY FOOD IDEAS THAT WILL BLOW YOUR MIND,365,842,4340828,44,9,0,8,0,3,4.888888888888889,1,1,-0.6
v=SssI38i8aHw,39 ABSOLUTELY FUN AND EASY DIY PARTY IDEAS,365,860,12769618,42,8,0,7,0,1,5.25,1,1,0.3666666666666667
v=0T56IymKMYA,27 GENIUS HACKS TO MAKE YOUR LIFE EASIER,365,852,5836775,40,8,0,7,0,2,5.0,1,1,0.0
v=evYr2hUHfgM,39 GIRLY HACKS || BEAUTY AND MAKEUP FAILS AND TRICKS,365,892,4017839,52,10,2,8,0,2,5.2,1,1,-0.5
v=SFSiPxVutU0,40 SMART LIFE HACKS YOU NEED TO KNOW,365,900,1113184,36,8,0,7,0,2,4.5,1,1,0.2142857142857142
v=ij1-vwzdSXc,33 CRAZY HOME DECOR IDEAS YOU CAN DIY,365,813,4135215,37,8,0,7,0,2,4.625,1,1,-0.6
v=C1C0cNiTShI,100 GENIUS LIFE HACKS AND TRICKS TO MAKE YOU PRO IN ANYTHING LIVE,365,3660,4146459,65,13,0,12,0,4,5.0,1,1,0.1363636363636363
v=ML99xCKlNZA,32 BEAUTY IDEAS YOU WON'T BELIEVE ARE REAL,365,849,1284253,42,8,1,7,0,3,5.25,1,1,0.2
v=NtceFoa3GgQ,25 CUTE DIY SOAP IDEAS FOR EVERYONE,365,638,3155122,35,7,0,6,0,1,5.0,1,1,0.5
v=__R5bMPaNRk,35 CLOTHES HACKS AND FAILS || FASHION IDEAS FOR GIRLS,365,845,703920,53,10,2,8,0,2,5.3,1,1,-0.5
v=5NGy4HY82dc,"38 AMAZING DIYs AND CRAFTS YOU CAN MAKE AT HOME IN 5 MINUTES || Clay, Glitter, Wire Craft Ideas",365,841,1777500,95,19,4,10,0,5,5.0,1,1,0.6000000000000001
v=QorKTEEovjs,31 EASY FOOD HACKS FROM PROFESSIONAL CHEFS,365,865,1018111,42,7,0,6,0,1,6.0,1,1,0.2666666666666666
v=PqiadkqEcNc,36 EASY WAYS TO CUSTOMIZE YOUR PHONE || GADGET HACKS AND DIYs,365,771,1593070,61,12,2,9,0,3,5.083333333333333,1,1,0.4333333333333333
v=8v12R5ZvOyk,40 COOL AND EASY DIY IDEAS,365,581,941990,26,6,0,5,0,1,4.333333333333333,1,1,0.3916666666666666
v=8zmRJCFCUJw,33 GENIUS IDEAS TO HELP YOU SAVE THOUSANDS,365,872,2710010,42,8,0,7,0,2,5.25,1,1,0.0
v=rEOr97lNtTs,34 CRAZY HACKS FOR A PERFECT PHOTO,365,861,1681639,34,7,0,6,0,2,4.857142857142857,1,1,0.2
v=jHAIZzM1hBs,34 SIMPLE EGG RECIPES FOR EVERYONE,365,960,7020400,34,6,0,5,0,1,5.666666666666667,1,1,0.0
v=ikATM5qK36E,43 EASY KITCHEN TRICKS FOR YOUR FAVOURITE FOOD,365,900,2182819,46,8,0,7,0,2,5.75,1,1,0.4333333333333333
v=6UF32zosI74,35 SATISFYING RECIPES THAT ARE SO YUMMY,365,899,807894,39,7,0,6,0,3,5.571428571428571,1,1,0.5
v=VuWh2FnhZ0A,38 GENIUS LIFE HACKS FOR EVERY SITUATION,365,852,678514,40,7,0,6,0,1,5.714285714285714,1,1,0.0
v=jKRJ6yoj1oM,36 SECRET GADGET TRICKS YOU NEED TO KNOW,365,891,6063347,40,8,0,7,0,2,5.0,1,1,-0.4
v=72pKHPsMfmY,35 TIME-SAVING COOKING HACKS,365,960,725839,28,4,1,3,0,0,7.0,1,1,0.0
v=k2FVRJB2PbA,39 CAMPING HACKS YOU CAN USE EVERY DAY,365,875,1051286,38,8,0,7,0,2,4.75,1,1,0.0
v=X6mgqO2ZKyM,25 WEIRD MANICURE AND NAIL ART IDEAS YOU NEED TO SEE,365,797,651924,52,11,0,10,0,3,4.727272727272728,1,1,-0.5
v=Dz35TdpIjQg,40 FUNNY TRICKS AND PRANKS TO KNOCK YOUR SOCKS OFF,365,894,5506152,50,10,0,9,0,4,5.0,1,1,0.25
v=Nafp2tvqd0w,33 TRICKS THAT WILL CHANGE YOUR LIFE,365,880,860963,36,7,0,6,0,3,5.142857142857143,1,1,0.0
v=dFVoW_ov-PQ,30 HOLY GRAIL HACKS THAT WILL SAVE YOUR MONEY,365,900,1907108,45,9,0,8,0,3,5.0,1,1,0.0
v=atpNcent5Yw,GIRLY HACKS || 35 Beauty Tricks And Struggles,365,846,4166205,45,8,2,2,0,1,5.625,1,0,0.0
v=O5aMkn0XFW4,36 USEFUL SCHOOL HACKS YOU WISH YOU KNEW BEFORE,365,865,780070,47,9,0,8,0,3,5.222222222222222,1,1,0.3
v=EXYtJh33V34,39 MUST-KNOW HAIR HACKS,365,1080,2042704,23,4,1,3,0,0,5.75,1,1,0.0
v=jVLdapyjr4s,101 FUN DIY SCHOOL SUPPLIES AND HACKS LIVE,365,2940,444478,42,8,0,7,0,1,5.25,1,1,0.2181818181818181
v=Yil83rmNTRM,35 AMAZING PHOTO HACKS YOU HAVE TO TRY,365,786,259570,38,8,0,7,0,3,4.75,1,1,0.6000000000000001
v=-cZy2OtSp_c,"32 SWEET DIY HACKS FOR EVERYONE || GLAZING, FOOD DECOR AND COOKING TRICKS",365,867,939518,73,13,3,11,0,2,5.615384615384615,1,1,0.35
v=AeNjo2erjj4,42 CLEVER TRAVEL HACKS TO MAKE YOUR HOTEL FEEL LIKE HOME,365,769,2682344,56,11,0,10,0,2,5.090909090909091,1,1,0.1666666666666666
v=VnyrCmBziKE,COOL GIRLY BEAUTY HACKS || Clever Makeup And Hair Ideas,365,682,931698,55,10,2,4,0,1,5.5,0,0,0.2583333333333333
v=fVqdLZiPpUQ,36 SCHOOL LIFE HAVE YOU DIDN'T KNOW,365,629,2843237,35,7,1,6,0,3,5.0,1,1,0.0
v=ZlOIlrYxJ3I,36 CREATIVE DIY PHONE CASES,365,584,1278424,27,5,0,4,0,0,5.4,1,1,0.5
v=duGeeNsQb8o,35 SMART AND UNUSUAL EVERYDAY LIFE HACKS || Hack Your Life,365,960,14268931,58,11,2,6,0,2,5.2727272727272725,1,1,0.0714285714285714
v=GXSOE4FCNKU,38 CLEVER WAYS TO USE REGULAR ITEMS IN YOUR HOUSE,365,780,15103647,49,10,0,9,0,3,4.9,1,1,0.0833333333333333
v=K6QHQhfTBZA&t=60s,36 SPLENDID HACKS FOR ANY KIND OF TROUBLE,365,808,12412773,41,8,0,7,0,3,5.125,1,1,0.4111111111111111
v=kCEqQ0Ex1hw,36 COOL TRICKS FOR ANYONE,365,888,599651,25,5,0,4,0,1,5.0,1,1,0.35
v=yn_3QBU7EtQ,33 BRILLIANT DIY DECOR IDEAS FOR YOUR HOME,365,1020,4115905,42,8,0,7,0,2,5.25,1,1,0.9
v=ZiFlQXHNcag,35 BEST PHONE HACKS EVER,365,443,2036541,24,5,0,4,0,0,4.8,1,1,1.0
v=h2EZMvTNgTE,100 SECRET RECIPES FOR YOU LIVE,365,3600,1683703,31,6,0,5,0,2,5.166666666666667,1,1,-0.1318181818181818
v=cnqvuzKwxFY,27 CHOCOLATE IDEAS ANYONE CAN MAKE,365,879,860786,34,6,0,5,0,1,5.666666666666667,1,1,0.0
v=qPvxPhfF-c0,41 COLORFUL BATHROOM IDEAS,365,724,1372045,26,4,0,3,0,0,6.5,1,1,0.3
v=EORWDJegfrU,35 HILARIOUS HACKS THAT ARE ACTUALLY HELPFUL || Clever Tips And Gadgets To Solve All Your Problems,365,794,11371565,98,17,2,6,0,6,5.764705882352941,1,1,0.2222222222222222
v=z-WmUr_-h5Q,33 GIRLY AND BEAUTY IDEAS || HANDY MAKEUP AND HAIR HACKS,365,801,626740,56,11,2,9,0,2,5.090909090909091,1,1,0.6
v=nXGSkiPD9MU,35 FOOD TRICKS YOU DIDN'T KNOW BEFORE,365,805,1399672,37,7,1,6,0,3,5.285714285714286,1,1,0.0
v=mW2UmUSyUfE,100 COOKING HACKS THAT WILL SURPRISE YOU LIVE,365,3720,5983966,45,8,0,7,0,3,5.625,1,1,0.1363636363636363
v=zGVqGuZvRf4,36 REALLY USEFUL CAMPING AND TRAVEL HACKS,365,900,5183158,41,7,0,6,0,1,5.857142857142857,1,1,0.3
v=FKOoEiM9Ea4,39 BRILLIANT HACKS TO MAKE YOUR LIFE EASIER,365,838,992483,43,8,0,7,0,2,5.375,1,1,0.9
v=4CaZ6U4MiA4,30 CEMENT IDEAS THAT ARE SO COOL,365,900,7330094,32,7,0,6,0,3,4.571428571428571,1,1,0.35
v=HIbPIQ14HSM,29 EASY AND FUN DIY PLAYHOUSES YOU CAN MAKE TODAY FOR YOUR KIDS,365,800,2509540,63,13,0,12,0,5,4.846153846153846,1,1,0.3666666666666667
v=Tm0vam_L0xE,25 COLORFUL DIY SOAP CREATIONS THAT ARE SO EASY TO MAKE,365,700,1137449,55,11,0,10,0,4,5.0,1,1,0.3666666666666667
v=n-dQBqEs73s,34 SIMPLE DIYS TO MAKE YOUR PHONE LOOK BRILLIANT,365,569,1618362,48,9,0,8,0,2,5.333333333333333,1,1,0.45
v=GYiaGDjVHkM,37 SCHOOL HACKS YOU WISH YOU KNEW SOONER,365,839,8289955,40,8,0,7,0,2,5.0,1,1,0.0
v=EzmBowM3aTg,34 YUMMY RECIPES YOU HAVE TO TRY,365,825,1548825,32,7,0,6,0,3,4.571428571428571,1,1,0.0
v=LLJ7miGPSJs,32 CREATIVE DIYS AND CRAFTS,365,885,666317,27,5,0,4,0,1,5.4,1,1,0.5
v=Q5tibpk7flY,33 GENIUS HACKS FOR EVERYDAY SITUATIONS,365,900,1029459,39,6,0,5,0,1,6.5,1,1,-0.2
v=F4-zMnZdJdk,29 SATISFYING GRADIENT PAINTING TECHNIQUES,365,745,729100,42,5,0,4,0,0,8.4,1,1,0.5
v=O7QU_GYnoXk,31 DIY CLOTHES HACKS FOR SMART PARENTS,365,882,2414190,38,7,0,6,0,1,5.428571428571429,1,1,0.2142857142857142
v=OVYGI95qzHg,34 CHEAP YET AMAZING DIY IDEAS TO HELP YOU LOOK COOL,365,476,6022260,52,11,0,10,0,2,4.727272727272728,1,1,0.45
v=mWAcjWEnB_U,35 AMAZING LIFE HACKS AND DIYs YOU HAD NO IDEA ABOUT,365,728,29569747,52,11,0,9,0,5,4.727272727272728,1,1,0.6000000000000001
v=y34xL24jn54,23 EASY NAIL IDEAS YOU HAVE NEVER TRIED BEFORE,365,481,1261477,46,9,0,8,0,3,5.111111111111111,1,1,0.4333333333333333
v=xQB8mvhqfnM,29 AWESOME CRAFTS WITH DIY SCHOOL SUPPLIES,365,655,6282639,42,7,0,6,0,1,6.0,1,1,1.0
v=_L0kq1Dc2n8,35 SMART WAYS TO EAT YOUR FAVORITE FOOD,365,669,5078066,39,8,0,7,0,2,4.875,1,1,0.3571428571428571
v=pSqgfuTThYQ,32 EASY KITCHEN HACKS AND TRICKS,365,900,2558410,32,6,0,5,0,1,5.333333333333333,1,1,0.4333333333333333
v=isZ8k7p79x8,101 SMART LIFE HACKS FOR ANY OCCASION,365,3720,7849344,37,7,0,6,0,2,5.285714285714286,1,1,0.2142857142857142
v=qT0HotJV2Ts,27 AMAZING HANDMADE JEWELRY IDEAS,365,532,4090656,33,5,0,4,0,0,6.6,1,1,0.6000000000000001
v=3tD8lSlOAL0,32 ORGANIZING AND DECORATING HACKS FOR YOUR BEDROOM,365,708,6313182,51,8,0,7,0,3,6.375,1,1,0.0
v=nPbVtHTy4bY,34 CRAZY EXPERIMENTS WITH FOOD,365,884,939520,30,5,0,4,0,1,6.0,1,1,-0.6
v=dX656fbkQPc,33 TOTALLY COOL HOME REPAIR TRICKS,365,892,2809073,34,6,0,5,0,0,5.666666666666667,1,1,0.35
v=9k7PJoNAXkk,30 SHOCKING TRICKS ADVERTISERS USE TO MAKE FOOD LOOK DELICIOUS,365,737,13442037,62,10,0,9,0,1,6.2,1,1,0.0
v=cC0WYFECpQg,31 COOL AND SCARY HALLOWEEN MAKEUP AND DECOR IDEAS,365,900,9254668,50,9,0,8,0,2,5.555555555555555,1,1,-0.075
v=n2Dd8bMuTP8,33 KITCHEN HACKS THAT WILL MAKE YOU LOVE COOKING,365,888,10810988,48,9,0,8,0,3,5.333333333333333,1,1,0.5
v=SJL41hRAB_E,31 SIMPLE EXPERIMENTS THAT WILL SURPRISE YOU,365,742,22613462,44,7,0,6,0,3,6.285714285714286,1,1,0.0
v=y_PbBll-Jtw,35 COOL TRICKS YOU DIDN'T KNOW YOUR BODY CAN DO,365,653,1138211,47,10,1,9,0,5,4.7,1,1,0.35
v=3CZKRqOH5sQ,35 CHEAP AND COZY DIY HOME DECOR IDEAS,365,802,1707850,38,8,0,7,0,1,4.75,1,1,0.1
v=CWhMrnOAG50,Hack Your Life: EASY COOKING TRICKS FROM PROFESSIONAL CHEFS || Kitchen Hacks And Quick Recipes,365,854,1134050,94,15,3,6,0,3,6.266666666666667,0,0,0.2888888888888889
v=_BJ4F7ZhfDk,31 SPOOKY HALLOWEEN MAKEUP AND SCARY DIY COSTUMES,365,844,7187791,49,8,0,7,0,1,6.125,1,1,-0.5
v=Qk1elVAF_v0,34 CRAZY COOL DIY PHONE CASES,365,768,4960990,29,6,0,5,0,0,4.833333333333333,1,1,-0.125
v=6W35gzmdkM8,42 COOL AND FAST DIY PROJECTS TO TRY AT HOME,365,859,1115051,44,10,0,9,0,3,4.4,1,1,0.275
v=g4FfJQHFk3E,40 INCREDIBLE KITCHEN TOOLS YOU NEVER KNEW YOU NEEDED,365,789,5201798,53,9,0,8,0,2,5.888888888888889,1,1,0.9
v=QpXrX4segsc,"37 DIY IDEAS TO ROCK IN ANY SITUATION || Easy Life Hacks, Clever Gadgets To Solve All Your Problems",365,737,3399335,99,19,3,7,0,6,5.2105263157894735,1,1,0.3
v=J-nRWdqYQhA,"39 LAZY GIRL BEAUTY HACKS || Makeup Tricks, DIY Beauty Ideas And Fails",365,711,1451115,70,13,3,5,0,1,5.384615384615385,1,1,-0.375
v=NlNyPSLnHJ8,37 VIRAL HOME SCIENCE TRICKS TESTED,365,881,475959,35,6,0,5,0,0,5.833333333333333,1,1,0.0
v=nEDMVXTJRBE,36 NATURAL IDEAS FOR BEAUTIFUL SKIN,365,828,1775555,35,6,0,5,0,1,5.833333333333333,1,1,0.475
v=uxSRzXlN2HQ,35 INSANE LIFE HACKS FOR ANY OCCASION || Avocado Hacks,365,900,730814,54,10,2,6,0,2,5.4,1,1,-1.0
v=9zm7FXoKmjM,41 COOL HACKS TO UPGRADE YOUR STUFF AND LOOK YOUR BEST,365,826,3129375,54,11,0,10,0,4,4.909090909090909,1,1,0.675
v=5Z_Lp4h95rc,35 GENIUS GARDEN HACKS THAT ACTUALLY WORK,365,770,1821573,41,7,0,6,0,1,5.857142857142857,1,1,0.0
v=iCWd6pibNP4,40 SIMPLE FOOD IDEAS YOU HAVE TO TRY,365,900,1075063,36,8,0,7,0,3,4.5,1,1,0.0
v=R0aRgbDpxqs,100 BEAUTY HACKS TO SPEED UP YOUR DAILY ROUTINE,365,3600,1035743,47,9,0,8,0,3,5.222222222222222,1,1,0.0
v=VfLkXyr8Vr4,38 SCHOOL HACKS YOU WISH YOU KNEW SOONER,365,881,698009,40,8,0,7,0,2,5.0,1,1,0.0
v=672QMKYSo2k,30 Emojis We Have Been Using Wrong Until This Moment || Phone Hacks And Tricks,365,825,2530789,78,15,2,0,0,6,5.2,1,1,-0.5
v=Z1iip9BdVAQ,41 SMART AND SIMPLE LIFE HACKS TO CREATE NEW DECOR THINGS,365,802,619381,57,11,0,10,0,2,5.181818181818182,1,1,0.1168831168831168
v=suur7VqZPX8,38 CRAZY WAYS TO FIX ANYTHING AROUND YOU THAT WORK,365,706,1615786,50,10,0,9,0,3,5.0,1,1,-0.6
v=fIH8ArA3UUk&t=164s,WE TESTED VIRAL INTERNET HACKS AND HERE IS WHAT WE'VE GOT,365,867,4626412,57,11,1,11,0,5,5.181818181818182,0,0,0.0
v=j1gh34c2SYE,37 GENIUS HACKS TO SPEED UP YOUR DAILY ROUTINE,365,683,1137014,46,9,0,8,0,3,5.111111111111111,1,1,0.0
v=f1lphxsVodI,39 CLEVER HACKS TO MAKE YOUR LIFE EASIER,365,778,2969291,40,8,0,7,0,2,5.0,1,1,0.1666666666666666
v=AatSwrCJNLg,35 FUNNY THINGS YOU CAN RELATE TO,365,656,4231177,33,7,0,6,0,3,4.714285714285714,1,1,0.25
v=5-jhYCpD2Yk,40 EGG COOKING TRICKS AND TIPS TO MAKE YOUR LIFE EASIER,365,876,851843,55,11,0,10,0,3,5.0,1,1,0.0
v=ODLo7ZnMNmY,43 CRAZY LIFE HACKS TO SOLVE ALL YOUR PROBLEMS,365,837,2228175,46,9,0,8,0,3,5.111111111111111,1,1,-0.6
v=vBWXmaqDd78,45 QUICK MICROWAVE RECIPES TO MAKE IN ONE MINUTE,365,767,885054,48,9,0,8,0,2,5.333333333333333,1,1,0.3333333333333333
v=qgOJX_SuA2E,25 VIRAL DESSERT RECIPES YOU CAN MAKE AT HOME,365,657,1739234,45,9,0,8,0,3,5.0,1,1,0.0
v=c3oXoXyBagQ,44 CRAZY LIFE HACKS THAT ACTUALLY WORK,365,807,2448142,38,7,0,6,0,1,5.428571428571429,1,1,-0.3
v=_QBh7mPbrxw,40 SIMPLE HACKS THAT'LL TAKE YOUR LIFE TO A WHOLE NEW LEVEL,365,851,2228141,59,12,1,11,0,4,4.916666666666667,1,1,0.1121212121212121
v=rqcxpeq6v3o,40 FANTASTIC DIY TRICKS FOR BEGINNERS,365,662,812296,37,6,0,5,0,1,6.166666666666667,1,1,0.4
v=Lah0DlNrCWY,38 BEST CHOCOLATE RECIPES YOU`VE EVER SEEN,365,811,2593072,42,7,1,6,0,0,6.0,1,1,1.0
v=qXKTTmMVmug,35 AMAZING DIY WALL DECOR IDEAS TO TRANSFORM YOUR BORING WALLS,365,900,974055,62,11,0,10,0,2,5.636363636363637,1,1,-0.1999999999999999
v=cryTKYi-PjU,38 SMART HACKS EVERY GIRL SHOULD KNOW ABOUT || Beauty And Makeup Secrets,365,832,2581372,72,13,2,7,0,3,5.538461538461538,1,1,0.2142857142857142
v=3pZaTtvlf_o,"45 EASY CRAFT IDEAS WITH THINGS YOU HAVE AT HOME RIGHT NOW || Pool Noodles, Cardboard Boxes And More",730,827,844981,100,19,3,11,0,7,5.2631578947368425,1,1,0.4063492063492064
v=mh85R1C5x-k,29 CLEVER KITCHEN HACKS,730,567,1343104,23,4,0,3,0,0,5.75,1,1,0.1666666666666666
v=uKXFDv9TUHo,44 EASY LIFE HACKS EVERYONE MUST KNOW,730,594,960986,37,7,0,6,0,0,5.285714285714286,1,1,0.4333333333333333
v=tPHRAAxRJuY,33 UNBELIEVABLE BEAUTY IDEAS,730,579,2462268,28,4,0,3,0,0,7.0,1,1,-0.25
v=M8ZRDw5XNx0,30 UNUSUAL YET DELICIOUS WAYS TO COOK FOOD,730,900,691290,42,8,0,7,0,1,5.25,1,1,0.6
v=AUgmMB-qOaA,33 SPOOKY CRAFTS FOR HALLOWEEN,730,561,2060355,30,5,0,4,0,1,6.0,1,1,0.0
v=S5hqCzgPvcU,30 BRILLIANT BEAUTY TRICKS TO MAKE YOU GORGEOUS,730,576,1282232,47,8,0,7,0,2,5.875,1,1,0.8
v=AFFnKH6F-ig,28 NAIL ART IDEAS EVERY GIRL SHOULD TRY,730,572,7604711,39,8,0,7,0,1,4.875,1,1,0.0
v=f5YQvqqNx8s,45 INCREDIBLE PASTRY RECIPES,730,785,832399,28,4,0,3,0,0,7.0,1,1,0.9
v=bTe2rc9RZ1U,42 BEST OUT OF WASTE IDEAS,730,726,6972889,26,6,0,5,0,2,4.333333333333333,1,1,0.4
v=wSZkfo-qiLs,39 COLORFUL DIY IDEAS UNDER $5,730,808,1921349,30,6,1,4,0,1,5.0,1,1,0.3
v=ZypEl7zSrro,37 HILARIOUS AND EASY DIY PRANKS FOR FRIENDS,730,695,2706501,44,8,0,7,0,2,5.5,1,1,0.4666666666666667
v=uMUFMQ3DdUA,37 COOKING SECRETS THAT WILL CHANGE YOUR LIFE,730,880,1532808,45,8,0,7,0,3,5.625,1,1,0.0
v=Vz-zAcv4EDo,41 WAYS TO AVOID UNWANTED SITUATIONS,730,645,1085268,36,6,0,5,0,1,6.0,1,1,0.0
v=vAQWZwfq5ho,23 FRESH IDEAS TO DECORATE BORING WALLS,730,808,3579356,39,7,0,6,0,1,5.571428571428571,1,1,-0.35
v=aNTcgVvXCwI,38 AWESOME HALLOWEEN IDEAS YOU CAN DIY IN NO TIME,730,730,7780812,49,10,0,9,0,4,4.9,1,1,1.0
v=vmJ72S40gOk,43 AWESOME SCHOOL HACKS YOU WISH YOU KNEW BEFORE,730,885,22635937,48,9,0,8,0,3,5.333333333333333,1,1,1.0
v=pTpHHKXeuXc,35 CRAZY COOL MINIATURE CRAFTS,730,623,1317516,30,5,0,4,0,0,6.0,1,1,-0.125
